"Emne","Startdato","Starttidspunkt","Slutdato","Sluttidspunkt","Hele dagen","Påmindelse til/fra","Påmindelsesdato","Påmindelsesklokkeslæt","Mødearrangør","Nødvendige deltagere","Valgfrie deltagere","Møderessourcer","Beskrivelse","Følsomhed","Kategorier","Kørte kilometer","Prioritet","Privat","Sted","Takstoplysninger","Vis tidspunkt som"
"Test og sikkerh h3pd101122 ","26-10-2022","08:15:00","26-10-2022","09:20:00","Falsk","Falsk","26-10-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3471824]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","25-10-2022","14:00:00","25-10-2022","15:15:00","Falsk","Falsk","25-10-2022","13:45:00",,,,,"Undervisere: lime

Lektion 6

[FLEX-ID 851401:3471823]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","25-10-2022","13:00:00","25-10-2022","14:00:00","Falsk","Falsk","25-10-2022","12:45:00",,,,,"Undervisere: lime

Lektion 5

[FLEX-ID 851401:3471822]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","25-10-2022","12:00:00","25-10-2022","13:00:00","Falsk","Falsk","25-10-2022","11:45:00",,,,,"Undervisere: lime

Lektion 4

[FLEX-ID 851401:3471821]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","25-10-2022","10:30:00","25-10-2022","11:30:00","Falsk","Falsk","25-10-2022","10:15:00",,,,,"Undervisere: lime

Lektion 3

[FLEX-ID 851401:3471820]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","25-10-2022","09:20:00","25-10-2022","10:30:00","Falsk","Falsk","25-10-2022","09:05:00",,,,,"Undervisere: lime

Lektion 2

[FLEX-ID 851401:3471819]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","25-10-2022","08:15:00","25-10-2022","09:20:00","Falsk","Falsk","25-10-2022","08:00:00",,,,,"Undervisere: lime

Lektion 1

[FLEX-ID 851401:3471818]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","21-10-2022","13:00:00","21-10-2022","14:00:00","Falsk","Falsk","21-10-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3471614]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","21-10-2022","12:00:00","21-10-2022","13:00:00","Falsk","Falsk","21-10-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3471613]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","21-10-2022","10:30:00","21-10-2022","11:30:00","Falsk","Falsk","21-10-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3471612]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","21-10-2022","09:20:00","21-10-2022","10:30:00","Falsk","Falsk","21-10-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3471611]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","21-10-2022","08:15:00","21-10-2022","09:20:00","Falsk","Falsk","21-10-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3471610]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","20-10-2022","14:00:00","20-10-2022","15:15:00","Falsk","Falsk","20-10-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3471609]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","20-10-2022","13:00:00","20-10-2022","14:00:00","Falsk","Falsk","20-10-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3471608]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","20-10-2022","12:00:00","20-10-2022","13:00:00","Falsk","Falsk","20-10-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3471607]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","20-10-2022","10:30:00","20-10-2022","11:30:00","Falsk","Falsk","20-10-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3471606]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","20-10-2022","09:20:00","20-10-2022","10:30:00","Falsk","Falsk","20-10-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3471605]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","20-10-2022","08:15:00","20-10-2022","09:20:00","Falsk","Falsk","20-10-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3471604]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","18-10-2022","14:00:00","18-10-2022","15:15:00","Falsk","Falsk","18-10-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3471600]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","18-10-2022","13:00:00","18-10-2022","14:00:00","Falsk","Falsk","18-10-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3471599]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","18-10-2022","12:00:00","18-10-2022","13:00:00","Falsk","Falsk","18-10-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3471598]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","18-10-2022","10:30:00","18-10-2022","11:30:00","Falsk","Falsk","18-10-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3471597]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","18-10-2022","09:20:00","18-10-2022","10:30:00","Falsk","Falsk","18-10-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3471596]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","18-10-2022","08:15:00","18-10-2022","09:20:00","Falsk","Falsk","18-10-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3471595]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Systemudvikling h5pd091122","11-10-2022","14:00:00","11-10-2022","15:15:00","Falsk","Falsk","11-10-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3471482]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","11-10-2022","13:00:00","11-10-2022","14:00:00","Falsk","Falsk","11-10-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3471481]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","11-10-2022","12:00:00","11-10-2022","13:00:00","Falsk","Falsk","11-10-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3471480]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","11-10-2022","10:30:00","11-10-2022","11:30:00","Falsk","Falsk","11-10-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3471479]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","11-10-2022","09:20:00","11-10-2022","10:30:00","Falsk","Falsk","11-10-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3471478]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","11-10-2022","08:15:00","11-10-2022","09:20:00","Falsk","Falsk","11-10-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3471477]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Specifikation h3pd101122 ","12-10-2022","10:30:00","12-10-2022","11:30:00","Falsk","Falsk","12-10-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3471460]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","12-10-2022","09:20:00","12-10-2022","10:30:00","Falsk","Falsk","12-10-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3471459]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Specifikation h3pd101122 ","12-10-2022","08:15:00","12-10-2022","09:20:00","Falsk","Falsk","12-10-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3471458]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Systemudvikling h5pd091122","30-9-2022","13:00:00","30-9-2022","14:00:00","Falsk","Falsk","30-9-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3470895]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","30-9-2022","12:00:00","30-9-2022","13:00:00","Falsk","Falsk","30-9-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3470894]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","30-9-2022","10:30:00","30-9-2022","11:30:00","Falsk","Falsk","30-9-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3470893]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","30-9-2022","09:20:00","30-9-2022","10:30:00","Falsk","Falsk","30-9-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3470892]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","30-9-2022","08:15:00","30-9-2022","09:20:00","Falsk","Falsk","30-9-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3470891]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","28-9-2022","10:30:00","28-9-2022","11:30:00","Falsk","Falsk","28-9-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3470884]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","28-9-2022","09:20:00","28-9-2022","10:30:00","Falsk","Falsk","28-9-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3470883]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","28-9-2022","08:15:00","28-9-2022","09:20:00","Falsk","Falsk","28-9-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3470882]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","21-9-2022","10:30:00","21-9-2022","11:30:00","Falsk","Falsk","21-9-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3470575]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","21-9-2022","09:20:00","21-9-2022","10:30:00","Falsk","Falsk","21-9-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3470574]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","21-9-2022","08:15:00","21-9-2022","09:20:00","Falsk","Falsk","21-9-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3470573]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","19-9-2022","13:00:00","19-9-2022","14:00:00","Falsk","Falsk","19-9-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3470566]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","19-9-2022","12:00:00","19-9-2022","13:00:00","Falsk","Falsk","19-9-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3470565]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","19-9-2022","10:30:00","19-9-2022","11:30:00","Falsk","Falsk","19-9-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3470564]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Systemudvikling h5pd091122","19-9-2022","09:20:00","19-9-2022","10:30:00","Falsk","Falsk","19-9-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3470563]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Opgavetid h5pd091122","23-11-2022","14:00:00","23-11-2022","15:15:00","Falsk","Falsk","23-11-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3461104]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Opgavetid h5pd091122","23-11-2022","13:00:00","23-11-2022","14:00:00","Falsk","Falsk","23-11-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3461103]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Opgavetid h5pd091122","23-11-2022","12:00:00","23-11-2022","13:00:00","Falsk","Falsk","23-11-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3461102]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Apr. 1205. 11 h6pd101122","17-11-2022","14:00:00","17-11-2022","15:15:00","Falsk","Falsk","17-11-2022","13:45:00",,,,,"Undervisere: sinb

Lektion 6

[FLEX-ID 851401:3461039]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Apr. 1205. 11 h6pd101122","17-11-2022","13:00:00","17-11-2022","14:00:00","Falsk","Falsk","17-11-2022","12:45:00",,,,,"Undervisere: sinb

Lektion 5

[FLEX-ID 851401:3461038]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Apr. 1205. 11 h6pd101122","17-11-2022","12:00:00","17-11-2022","13:00:00","Falsk","Falsk","17-11-2022","11:45:00",,,,,"Undervisere: sinb

Lektion 4

[FLEX-ID 851401:3461037]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Apr. 1205. 11 h6pd101122","17-11-2022","10:30:00","17-11-2022","11:30:00","Falsk","Falsk","17-11-2022","10:15:00",,,,,"Undervisere: sinb

Lektion 3

[FLEX-ID 851401:3461036]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Apr. 1205. 11 h6pd101122","17-11-2022","09:20:00","17-11-2022","10:30:00","Falsk","Falsk","17-11-2022","09:05:00",,,,,"Undervisere: sinb

Lektion 2

[FLEX-ID 851401:3461035]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Apr. 1205. 11 h6pd101122","17-11-2022","08:15:00","17-11-2022","09:20:00","Falsk","Falsk","17-11-2022","08:00:00",,,,,"Undervisere: sinb

Lektion 1

[FLEX-ID 851401:3461034]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","14-11-2022","13:00:00","14-11-2022","14:00:00","Falsk","Falsk","14-11-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3461016]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","14-11-2022","12:00:00","14-11-2022","13:00:00","Falsk","Falsk","14-11-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3461015]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","14-11-2022","10:30:00","14-11-2022","11:30:00","Falsk","Falsk","14-11-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3461014]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","14-11-2022","09:20:00","14-11-2022","10:30:00","Falsk","Falsk","14-11-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3461013]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","14-11-2022","08:15:00","14-11-2022","09:20:00","Falsk","Falsk","14-11-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3461012]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","9-11-2022","14:00:00","9-11-2022","15:15:00","Falsk","Falsk","9-11-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3460959]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","9-11-2022","13:00:00","9-11-2022","14:00:00","Falsk","Falsk","9-11-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3460958]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","9-11-2022","12:00:00","9-11-2022","13:00:00","Falsk","Falsk","9-11-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3460957]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","9-11-2022","10:30:00","9-11-2022","11:30:00","Falsk","Falsk","9-11-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3460956]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","9-11-2022","09:20:00","9-11-2022","10:30:00","Falsk","Falsk","9-11-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3460955]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","9-11-2022","08:15:00","9-11-2022","09:20:00","Falsk","Falsk","9-11-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3460954]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","7-11-2022","13:00:00","7-11-2022","14:00:00","Falsk","Falsk","7-11-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3460947]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","7-11-2022","12:00:00","7-11-2022","13:00:00","Falsk","Falsk","7-11-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3460946]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","7-11-2022","10:30:00","7-11-2022","11:30:00","Falsk","Falsk","7-11-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3460945]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","7-11-2022","09:20:00","7-11-2022","10:30:00","Falsk","Falsk","7-11-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3460944]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","7-11-2022","08:15:00","7-11-2022","09:20:00","Falsk","Falsk","7-11-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3460943]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","3-11-2022","14:00:00","3-11-2022","15:15:00","Falsk","Falsk","3-11-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3460897]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","3-11-2022","13:00:00","3-11-2022","14:00:00","Falsk","Falsk","3-11-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3460896]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","3-11-2022","12:00:00","3-11-2022","13:00:00","Falsk","Falsk","3-11-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3460895]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","3-11-2022","10:30:00","3-11-2022","11:30:00","Falsk","Falsk","3-11-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3460894]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","3-11-2022","09:20:00","3-11-2022","10:30:00","Falsk","Falsk","3-11-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3460893]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","1-11-2022","14:00:00","1-11-2022","15:15:00","Falsk","Falsk","1-11-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3460885]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","1-11-2022","13:00:00","1-11-2022","14:00:00","Falsk","Falsk","1-11-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3460884]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","1-11-2022","12:00:00","1-11-2022","13:00:00","Falsk","Falsk","1-11-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3460883]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","1-11-2022","10:30:00","1-11-2022","11:30:00","Falsk","Falsk","1-11-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3460882]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","1-11-2022","09:20:00","1-11-2022","10:30:00","Falsk","Falsk","1-11-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3460881]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","1-11-2022","08:15:00","1-11-2022","09:20:00","Falsk","Falsk","1-11-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3460880]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Opgavetid h3pd101122 ","2-11-2022","14:00:00","2-11-2022","15:15:00","Falsk","Falsk","2-11-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3460874]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Opgavetid h3pd101122 ","2-11-2022","13:00:00","2-11-2022","14:00:00","Falsk","Falsk","2-11-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3460873]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Opgavetid h3pd101122 ","2-11-2022","12:00:00","2-11-2022","13:00:00","Falsk","Falsk","2-11-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3460872]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Projekt h6pd101122","24-10-2022","13:00:00","24-10-2022","14:00:00","Falsk","Falsk","24-10-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3460798]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","24-10-2022","12:00:00","24-10-2022","13:00:00","Falsk","Falsk","24-10-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3460797]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","24-10-2022","10:30:00","24-10-2022","11:30:00","Falsk","Falsk","24-10-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3460796]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","24-10-2022","09:20:00","24-10-2022","10:30:00","Falsk","Falsk","24-10-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3460795]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","24-10-2022","08:15:00","24-10-2022","09:20:00","Falsk","Falsk","24-10-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3460794]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Opgavetid h3pd101122 ","26-10-2022","14:00:00","26-10-2022","15:15:00","Falsk","Falsk","26-10-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3460793]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Opgavetid h3pd101122 ","26-10-2022","13:00:00","26-10-2022","14:00:00","Falsk","Falsk","26-10-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3460792]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Opgavetid h3pd101122 ","26-10-2022","12:00:00","26-10-2022","13:00:00","Falsk","Falsk","26-10-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3460791]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Projekt h6pd101122","19-10-2022","14:00:00","19-10-2022","15:15:00","Falsk","Falsk","19-10-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3460745]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","19-10-2022","13:00:00","19-10-2022","14:00:00","Falsk","Falsk","19-10-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3460744]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","19-10-2022","12:00:00","19-10-2022","13:00:00","Falsk","Falsk","19-10-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3460743]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","19-10-2022","10:30:00","19-10-2022","11:30:00","Falsk","Falsk","19-10-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3460742]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","19-10-2022","09:20:00","19-10-2022","10:30:00","Falsk","Falsk","19-10-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3460741]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","19-10-2022","08:15:00","19-10-2022","09:20:00","Falsk","Falsk","19-10-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3460740]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","17-10-2022","13:00:00","17-10-2022","14:00:00","Falsk","Falsk","17-10-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3460733]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","17-10-2022","12:00:00","17-10-2022","13:00:00","Falsk","Falsk","17-10-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3460732]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Projekt h6pd101122","17-10-2022","10:30:00","17-10-2022","11:30:00","Falsk","Falsk","17-10-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3460731]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Intro h6pd101122","17-10-2022","09:20:00","17-10-2022","10:30:00","Falsk","Falsk","17-10-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3460730]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Intro h6pd101122","17-10-2022","08:15:00","17-10-2022","09:20:00","Falsk","Falsk","17-10-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3460729]","Normal","FLEX-skema",,"Normal","Falsk","C116S",,"2"
"Opgavetid h5pd091122","28-9-2022","14:00:00","28-9-2022","15:15:00","Falsk","Falsk","28-9-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3460642]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Opgavetid h5pd091122","28-9-2022","13:00:00","28-9-2022","14:00:00","Falsk","Falsk","28-9-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3460641]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Opgavetid h5pd091122","28-9-2022","12:00:00","28-9-2022","13:00:00","Falsk","Falsk","28-9-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3460640]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
"Opgavetid h5pd091122","21-9-2022","14:00:00","21-9-2022","15:15:00","Falsk","Falsk","21-9-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3460630]","Normal","FLEX-skema",,"Normal","Falsk","B203S",,"2"
